C:\Users\KIIT\Desktop\data\IMG\center_2024_03_21_00_09_07_643.jpg, C:\Users\KIIT\Desktop\data\IMG\left_2024_03_21_00_09_07_643.jpg, C:\Users\KIIT\Desktop\data\IMG\right_2024_03_21_00_09_07_643.jpg, 0, 0, 0, 7.917974E-05
C:\Users\KIIT\Desktop\data\IMG\center_2024_03_21_00_09_07_746.jpg, C:\Users\KIIT\Desktop\data\IMG\left_2024_03_21_00_09_07_746.jpg, C:\Users\KIIT\Desktop\data\IMG\right_2024_03_21_00_09_07_746.jpg, 0, 0, 0, 7.807511E-05
C:\Users\KIIT\Desktop\data\IMG\center_2024_03_21_00_09_07_851.jpg, C:\Users\KIIT\Desktop\data\IMG\left_2024_03_21_00_09_07_851.jpg, C:\Users\KIIT\Desktop\data\IMG\right_2024_03_21_00_09_07_851.jpg, 0, 0, 0, 7.772558E-05
C:\Users\KIIT\Desktop\data\IMG\center_2024_03_21_00_09_07_955.jpg, C:\Users\KIIT\Desktop\data\IMG\left_2024_03_21_00_09_07_955.jpg, C:\Users\KIIT\Desktop\data\IMG\right_2024_03_21_00_09_07_955.jpg, 0, 0, 0, 7.833693E-05
C:\Users\KIIT\Desktop\data\IMG\center_2024_03_21_00_09_08_056.jpg, C:\Users\KIIT\Desktop\data\IMG\left_2024_03_21_00_09_08_056.jpg, C:\Users\KIIT\Desktop\data\IMG\right_2024_03_21_00_09_08_056.jpg, 0, 0, 0, 7.961504E-05
C:\Users\KIIT\Desktop\data\IMG\center_2024_03_21_00_09_08_156.jpg, C:\Users\KIIT\Desktop\data\IMG\left_2024_03_21_00_09_08_156.jpg, C:\Users\KIIT\Desktop\data\IMG\right_2024_03_21_00_09_08_156.jpg, 0, 0, 0, 8.102737E-05
C:\Users\KIIT\Desktop\data\IMG\center_2024_03_21_00_09_08_264.jpg, C:\Users\KIIT\Desktop\data\IMG\left_2024_03_21_00_09_08_264.jpg, C:\Users\KIIT\Desktop\data\IMG\right_2024_03_21_00_09_08_264.jpg, 0, 0, 0, 8.28128E-05
C:\Users\KIIT\Desktop\data\IMG\center_2024_03_21_00_09_08_370.jpg, C:\Users\KIIT\Desktop\data\IMG\left_2024_03_21_00_09_08_370.jpg, C:\Users\KIIT\Desktop\data\IMG\right_2024_03_21_00_09_08_370.jpg, 0, 0, 0, 7.922246E-05
C:\Users\KIIT\Desktop\data\IMG\center_2024_03_21_00_09_08_471.jpg, C:\Users\KIIT\Desktop\data\IMG\left_2024_03_21_00_09_08_471.jpg, C:\Users\KIIT\Desktop\data\IMG\right_2024_03_21_00_09_08_471.jpg, 0, 0, 0, 7.815195E-05
C:\Users\KIIT\Desktop\data\IMG\center_2024_03_21_00_09_08_578.jpg, C:\Users\KIIT\Desktop\data\IMG\left_2024_03_21_00_09_08_578.jpg, C:\Users\KIIT\Desktop\data\IMG\right_2024_03_21_00_09_08_578.jpg, 0, 0, 0, 7.80867E-05
C:\Users\KIIT\Desktop\data\IMG\center_2024_03_21_00_09_08_681.jpg, C:\Users\KIIT\Desktop\data\IMG\left_2024_03_21_00_09_08_681.jpg, C:\Users\KIIT\Desktop\data\IMG\right_2024_03_21_00_09_08_681.jpg, 0, 0, 0, 7.82387E-05
C:\Users\KIIT\Desktop\data\IMG\center_2024_03_21_00_09_08_780.jpg, C:\Users\KIIT\Desktop\data\IMG\left_2024_03_21_00_09_08_780.jpg, C:\Users\KIIT\Desktop\data\IMG\right_2024_03_21_00_09_08_780.jpg, 0, 0, 0, 7.999163E-05
C:\Users\KIIT\Desktop\data\IMG\center_2024_03_21_00_09_08_885.jpg, C:\Users\KIIT\Desktop\data\IMG\left_2024_03_21_00_09_08_885.jpg, C:\Users\KIIT\Desktop\data\IMG\right_2024_03_21_00_09_08_885.jpg, 0, 0, 0, 7.836894E-05
C:\Users\KIIT\Desktop\data\IMG\center_2024_03_21_00_09_08_985.jpg, C:\Users\KIIT\Desktop\data\IMG\left_2024_03_21_00_09_08_985.jpg, C:\Users\KIIT\Desktop\data\IMG\right_2024_03_21_00_09_08_985.jpg, 0, 0, 0, 7.920743E-05
